-348.3	-283.862	1
-349.112	-283.021	2
-347.701	-284.261	3
-348.527	-284.578	4
-346.963	-285.876	5
-347.4	-285.232	6
-345.802	-286.822	7
-345.845	-287.842	8
-344.825	-288.23	9
-343.954	-287.789	10
-343.496	-289.124	11
-344.228	-289.232	12
-342.325	-290.641	13
-343.776	-290.396	14
-340.337	-292.416	15
-340.648	-292.029	16
-338.886	-294.493	17
-337.578	-295.287	18
-337.986	-295.756	19
-337.08	-297.021	20
-339.028	-295.006	21
-337.458	-295.701	22
-339.765	-293.168	23
-341.103	-292.546	24
-341.972	-291.593	25
-341.812	-291.088	26
-342.466	-289.678	27
-343.282	-290.349	28
-343.21	-288.225	29
-342.677	-287.335	30
-344.132	-286.623	31
-345.026	-288.055	32
-345.404	-285.592	33
-345.103	-284.803	34
-346.152	-284.432	35
-347.484	-285.58	36
-347.054	-283.267	37
-346.571	-283.497	38
-347.854	-281.548	39
-348.538	-282.264	40
-349.982	-279.916	41
-349.836	-281.554	42
-352.418	-277.378	43
-352.307	-278.497	44
-355.531	-273.653	45
-355.327	-274.851	46
-358.811	-269.014	47
-359.131	-270.138	48
-362.777	-263.895	49
-362.706	-263.982	50
-366.425	-258.451	51
-367.729	-259.038	52
-370.094	-253.045	53
-371.08	-253.527	54
-373.685	-246.782	55
-373.819	-248.533	56
-377.506	-239.673	57
-377.868	-241.683	58
-381.612	-231.409	59
-382.512	-232.65	60
-386.399	-222.069	61
-386.383	-222.849	62
-391.15	-212.758	63
-392.026	-212.343	64
-396.53	-203.219	65
-397.111	-203.977	66
-401.756	-194.079	67
-402.978	-194.559	68
-406.632	-185.003	69
-408.556	-185.057	70
-411.121	-175.364	71
-412.302	-176.805	72
-415.083	-166.682	73
-415.971	-165.318	74
-418.609	-158.158	75
-420.294	-157.259	76
-422.174	-150.381	77
-423.188	-151.227	78
-425.094	-143.092	79
-426.476	-143.404	80
-427.362	-136.042	81
-428.816	-135.171	82
-428.615	-129.121	83
-430.062	-128.819	84
-428.772	-122.796	85
-430.416	-123.08	86
-429.495	-116.919	87
-427.96	-116.003	88
-429.666	-110.738	89
-431.336	-111.85	90
-430.558	-104.565	91
-432.292	-105.371	92
-430.754	-99.0011	93
-431.476	-96.7626	94
-431.609	-94.4309	95
-430.136	-92.5254	96
-432.839	-93.2904	97
-433.443	-90.6173	98
-434.06	-96.5105	99
-435.385	-94.1648	100
-434.11	-102.594	101
-435.096	-101.08	102
-433.001	-109.767	103
-434.651	-110.323	104
-431.321	-118.237	105
-432.278	-117.31	106
-428.626	-126.677	107
-430.536	-126.504	108
-424.919	-135.853	109
-427.479	-135.77	110
-420.219	-145.016	111
-421.714	-145.716	112
-414.62	-155.279	113
-415.647	-153.876	114
-408.695	-165.59	115
-410.033	-165.889	116
-402.483	-177.203	117
-404.476	-176.941	118
-396.058	-188.885	119
-397.234	-189.468	120
-389.2	-200.847	121
-390.375	-201.442	122
-382.119	-212.739	123
-383.658	-213.197	124
-375.01	-223.718	125
-375.959	-225.974	126
-368.135	-233.529	127
-368.199	-235.927	128
-362.154	-242.043	129
-361.36	-243.318	130
-357.178	-250.478	131
-357.27	-249.345	132
-353.739	-258.117	133
-353.338	-259.549	134
-351.158	-265.904	135
-351.482	-267.409	136
-350.008	-271.949	137
-349.298	-274.334	138
-349.74	-275.566	139
-349.384	-278.084	140
-351.132	-274.739	141
-349.983	-276.876	142
-354.063	-271.682	143
-353.471	-272.968	144
-357.205	-267.548	145
-359.313	-268.348	146
-360.167	-263.386	147
-362.17	-263	148
-361.496	-260.191	149
-363.433	-258.686	150
-360.835	-259.552	151
-361.616	-257.254	152
-357.396	-261.387	153
-358.877	-260.354	154
-353.06	-265.247	155
-354.824	-265.298	156
-348.178	-269.21	157
-348.808	-271.114	158
-342.7	-273.117	159
-343.199	-274.277	160
-336.581	-276.804	161
-338.631	-276.488	162
-330.675	-281.807	163
-330.736	-279.719	164
-325.05	-287.593	165
-324.024	-288.522	166
-320.652	-294.977	167
-319.88	-295.515	168
-317.527	-301.885	169
-318.427	-302.982	170
-315.335	-307.631	171
-315.338	-310.138	172
-313.512	-311.483	173
-313.827	-313.912	174
-313.476	-312.289	175
-312.039	-314.691	176
-315.498	-309.553	177
-314.199	-311.151	178
-319.534	-304.42	179
-318.504	-306.584	180
-325.079	-297.519	181
-324.937	-299.932	182
-331.759	-288.473	183
-332.317	-290.756	184
-339.198	-277.583	185
-339.567	-279.262	186
-347.457	-264.798	187
-347.267	-266.928	188
-355.837	-250.897	189
-357.422	-252.193	190
-364.833	-235.017	191
-365.916	-237.531	192
-373.205	-218.558	193
-374.899	-219.1	194
-381.778	-200.564	195
-382.692	-201.873	196
-389.962	-183.008	197
-391.527	-182.539	198
-398.07	-165.979	199
-399.758	-164.516	200
-406.016	-149.564	201
-407.113	-149.753	202
-413.976	-134.034	203
-414.896	-134.643	204
-421.506	-118.185	205
-423.492	-119.186	206
-429.032	-102.716	207
-430.367	-102.043	208
-435.233	-87.2163	209
-438.052	-86.8055	210
-440.159	-72.3515	211
-443.201	-72.3192	212
-443.058	-57.9054	213
-445.691	-57.6777	214
-444.632	-44.4067	215
-445.991	-42.6666	216
-445.293	-31.691	217
-446.393	-30.558	218
-445.166	-20.3543	219
-447.42	-19.5894	220
-444.452	-10.2128	221
-445.924	-9.05452	222
-443.953	-1.33413	223
-442.803	0.430317	224
-444.256	6.06285	225
-443.008	7.54229	226
-445.311	11.7608	227
-446.684	13.0262	228
-446.338	15.8875	229
-447.61	17.1256	230
-446.696	18.2013	231
-447.592	19.7625	232
-446.655	18.0956	233
-445.834	19.4482	234
-445.794	15.7956	235
-447.372	16.5507	236
-446.199	11.7227	237
-444.774	13.4799	238
-445.016	6.60462	239
-447.146	7.36107	240
-443.416	0.0727614	241
-446.039	0.883901	242
-439.936	-7.44595	243
-441.573	-6.48052	244
-435.349	-14.957	245
-435.72	-16.0772	246
-430.887	-23.4906	247
-430.074	-22.6936	248
-427.996	-32.1992	249
-426.055	-30.9288	250
-427.522	-41.1484	251
-426.234	-41.8718	252
-429.696	-50.1115	253
-429.338	-51.1152	254
-432.439	-58.06	255
-434.681	-58.9263	256
-434.182	-65.0738	257
-437.078	-65.6111	258
-433.13	-71.5415	259
-435.702	-71.2646	260
-429.625	-77.7563	261
-431.868	-78.196	262
-424.61	-84.5326	263
-425.658	-84.0589	264
-418.609	-92.5137	265
-419.343	-90.5231	266
-412.492	-100.979	267
-413.247	-101.257	268
-406.104	-110.408	269
-407.614	-111.437	270
-399.637	-120.381	271
-400.685	-119.411	272
-392.824	-130.57	273
-393.919	-130.147	274
-385.893	-141.29	275
-386.89	-141.88	276
-378.324	-153.053	277
-380.559	-152.243	278
-370.603	-164.488	279
-371.839	-165.223	280
-362.486	-175.924	281
-362.616	-177.452	282
-355.086	-186.774	283
-354.561	-187.816	284
-348.867	-196.349	285
-348.433	-198.348	286
-344.971	-205.112	287
-343.164	-206.176	288
-343.292	-212.731	289
-342.032	-213.832	290
-344.098	-219.406	291
-343.006	-220.446	292
-346.07	-224.541	293
-346.563	-226.22	294
-348.708	-228.02	295
-348.997	-229.853	296
-350.842	-230.796	297
-351.815	-229.301	298
-352.124	-233.397	299
-352.473	-232.787	300
-352.844	-236.415	301
-352.967	-237.06	302
-352.83	-239.93	303
-354.709	-239.519	304
-352.452	-243.8	305
-353.029	-242.832	306
-350.519	-248.331	307
-352.397	-248.534	308
-347.984	-253.211	309
-349.812	-254.419	310
-344.236	-257.273	311
-345.658	-259.182	312
-339.872	-260.738	313
-340.399	-261.906	314
-335.362	-263.289	315
-335.342	-264.122	316
-331.461	-265.667	317
-331.015	-266.317	318
-327.434	-268.472	319
-328.716	-267.781	320
-323.746	-270.994	321
-324.319	-272.162	322
-320.296	-275.395	323
-320.12	-273.652	324
-318.513	-279.997	325
-316.622	-280.143	326
-318.968	-285.467	327
-317.126	-286.448	328
-321.859	-289.165	329
-320.965	-291.761	330
-326.2	-290.206	331
-326.393	-292.777	332
-329.956	-288.921	333
-332.376	-289.514	334
-332.713	-286.172	335
-334.29	-286.627	336
-335.088	-283.555	337
-334.351	-282.963	338
-337.092	-282.377	339
-337.626	-280.832	340
-338.496	-283.358	341
-339.868	-281.821	342
-337.709	-286.134	343
-339.364	-285.561	344
-334.869	-289.728	345
-336.685	-289.859	346
-330.704	-293.204	347
-331.659	-295.024	348
-324.772	-296.316	349
-327.289	-296.916	350
-317.724	-299.352	351
-319.315	-299.019	352
-310.263	-302.307	353
-309.614	-303.38	354
-303.439	-307.321	355
-302.147	-305.678	356
-299.031	-312.975	357
-297.408	-313.084	358
-295.992	-319.339	359
-296.414	-320.936	360
-293.79	-325.249	361
-294.985	-326.697	362
-291.312	-329.674	363
-292.205	-331.527	364
-287.949	-332.616	365
-289.438	-334.551	366
-283.773	-335.104	367
-284.416	-333.88	368
-279.057	-337.192	369
-279.22	-337.509	370
-274.038	-341.488	371
-275.461	-340.155	372
-270.257	-346.258	373
-269.116	-347.117	374
-267.545	-351.876	375
-265.688	-353.012	376
-266.177	-355.735	377
-266.133	-358.528	378
-266.534	-357.017	379
-264.982	-358.744	380
-267.921	-354.43	381
-267.838	-355.807	382
-270.597	-350.74	383
-270.866	-351.446	384
-273.779	-347.371	385
-274.09	-346.195	386
-276.686	-346.08	387
-277.958	-343.514	388
-276.237	-347.085	389
-279.264	-347.363	390
-272.43	-348.913	391
-274.518	-349.24	392
-267.385	-351.155	393
-266.292	-350.365	394
-262.775	-354.296	395
-260.888	-353.996	396
-259.437	-357.623	397
-259.928	-359.352	398
-257.14	-361.429	399
-258.008	-361.507	400
-254.434	-364.966	401
-255.809	-365.18	402
-250.763	-369.024	403
-253.094	-369.007	404
-245.897	-373.124	405
-247.601	-374.495	406
-240.479	-377.001	407
-239.91	-378.799	408
-235.197	-379.453	409
-234.223	-381.748	410
-232.028	-381.093	411
-229.869	-381.601	412
-231.07	-380.363	413
-230.344	-382.864	414
-232.425	-377.295	415
-232.348	-379.378	416
