-40.9409	57.6338	1
-41.8029	58.7145	2
-40.5778	56.9177	3
-39.14	54.7877	4
-39.5405	55.3651	5
-38.1359	53.8796	6
-39.5784	55.3089	7
-37.6157	53.7694	8
-38.1928	54.6357	9
-36.76	53.1526	10
-38.4151	52.405	11
-37.5393	51.9267	12
-38.6206	52.0702	13
-37.5133	51.3313	14
-36.6547	52.6122	15
-37.2092	52.6005	16
-35.9569	51.7615	17
-36.6701	52.3765	18
-35.1564	51.863	19
-36.1939	52.6706	20
-34.56	51.0235	21
-35.4324	51.3653	22
-34.5884	50.7412	23
-35.7137	50.6274	24
-35.0579	50.52	25
-35.5537	51.2786	26
-34.6109	50.4254	27
-34.2489	50.8347	28
-35.2136	51.1458	29
-33.8254	50.0576	30
-33.8992	50.6892	31
-32.6508	49.6741	32
-33.995	50.3831	33
-32.3348	49.2798	34
-34.4265	49.2515	35
-33.126	49.262	36
-33.6624	49.3022	37
-33.054	48.7564	38
-33.5559	49.7087	39
-33.3867	49.2884	40
-34.0649	49.1579	41
-33.1396	48.8348	42
-33.3261	50.2661	43
-33.2794	50.0857	44
-31.4453	49.1734	45
-32.7964	49.5339	46
-30.6594	48.8651	47
-31.8937	49.2266	48
-30.1002	48.4095	49
-30.9958	48.7814	50
-30.0733	47.3485	51
-31.0341	48.3452	52
-30.1103	47.5528	53
-31.4624	47.4535	54
-30.1099	47.6825	55
-31.7661	48.7405	56
-30.7829	47.5862	57
-31.6318	48.5541	58
-30.7384	46.3804	59
-30.6005	50.1178	60
-31.039	49.6789	61
-29.9745	49.4748	62
-30.1064	48.6868	63
-28.1526	48.6303	64
-29.3611	48.9005	65
-26.9327	47.9395	66
-28.9676	47.6857	67
-26.4409	46.8635	68
-28.8475	46.602	69
-26.6879	45.4	70
-28.9239	45.7314	71
-27.6342	45.4741	72
-29.5981	46.2292	73
-28.4695	45.6109	74
-30.0512	46.0017	75
-29.195	45.6405	76
-29.6515	45.5499	77
-28.9956	45.6164	78
-29.0663	50.7687	79
-25.7457	49.7346	80
-27.1781	49.5059	81
-24.066	49.1316	82
-25.7063	48.5546	83
-22.4545	48.4008	84
-24.1517	47.6724	85
-21.2929	47.1419	86
-23.7935	46.7335	87
-21.4458	45.7994	88
-24.4952	45.6831	89
-22.2234	45.4051	90
-25.5242	45.5631	91
-23.613	44.6581	92
-26.5646	45.5478	93
-24.885	45.1324	94
-27.7496	45.4567	95
-26.6115	44.6494	96
-27.881	44.6718	97
-28.2727	45.0662	98
-23.4007	49.995	99
-23.1613	49.7354	100
-19.6527	49.3105	101
-21.4047	48.9094	102
-17.9855	48.6704	103
-19.7096	48.4068	104
-16.695	48.146	105
-18.7129	47.3346	106
-15.8909	47.0498	107
-18.7216	46.3876	108
-16.3982	46.28	109
-19.6378	45.7339	110
-17.9413	45.7301	111
-21.0083	44.9759	112
-19.1945	45.593	113
-22.3293	44.8486	114
-21.2697	45.0458	115
-24.5312	44.831	116
-23.4254	43.9361	117
-26.3589	44.2727	118
-25.8646	44.0469	119
-19.7597	49.4052	120
-17.043	48.6662	121
-17.0875	49.1427	122
-13.6567	49.2762	123
-15.2669	48.8881	124
-11.7172	49.0702	125
-14.218	48.1637	126
-11.078	48.1913	127
-13.5576	47.4977	128
-10.7663	46.736	129
-13.8232	46.5404	130
-11.7512	46.0206	131
-15.1112	45.5321	132
-13.2963	45.2284	133
-16.275	45.581	134
-15.4299	45.7582	135
-19.1196	45.5358	136
-18.1276	44.8031	137
-21.3297	44.0933	138
-21.6481	43.4345	139
-23.4346	43.6344	140
-23.0062	43.315	141
-13.541	48.6007	142
